Id.,Category,Definition,Author(s),Source,Year
AGISI-HI-170,HI definition,"Human intelligence is a suitcase phrase for those mental qualities which help individuals think, act and perceive in ways that we intellectually admire and perceive to be effective due to their intentional rather than accidental qualities. Intelligence might be a unitary phenomenon like mass, charge or information processing, or it might be an epiphenomenon like the degree of optimization of a system with respect to some criteria, and it is the job of cognitive science to understand the various aspects of intelligence, and the job of artificial intelligence to attempt to implement those in machines.","Francis, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-175,HI definition,The essence of adequate behavior in open-ended domains is common to [machine and human intelligence].,"Piater, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-180,HI definition,"Human intelligence is instance, quality, action, or result of information with homo sapiens sapiens.","Zamuda, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-187,HI definition,"Intelligence is a very general mental capability that includes the ability to detect and abstract from patterns of relationships and events in the world (including one's own physical and social / linguistic interactions with the world), and to use the acquired concepts and knowledge to reason about the world, and to plan and carry out effective, rewarding physical and social / linguistic interactions with the world.","Schubert, L. K.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-205,HI definition,"Intelligence [is] the capability to learn. In quantitative terms, intelligence is the derivative of expertise with respect to experience. Expetise has the units of a cognitive speed, and when experience is measured by time, intelligence has the units of a cognitive acceleration.","Dessimoz, J.-D.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-206,HI definition,[Human intelligence is] the ability to use information to accomplish goals.,"Burson, S. L.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-211,HI definition,"Human intelligence measures the extent to which a human (or humans in general) can perceive, interpret, reason, plan, communicate, and act, in order to carry out its (their) goals within its (their) environment.","Allen, C.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-217,HI definition,Human intelligence is intelligence manifesting on a human. […] Intelligence is the ability to set your own goals and then finding ways to achieve them.,"Kandylas, V.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-220,HI definition,"Human intelligence is perhaps broader than, but not different from, machine intelligence.","Murray, A. T.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-221,HI definition,[Human intelligence is] the ability to act according to a desicion taken from a wide range of data.,"Canet Trius, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-230,HI definition,"Human intelligence is the ability to maximise the meanings of outcomes in multiple different situations and contexts, including abstract, symbolic and informational contexts.","Lindley, C.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-232,HI definition,Human intelligence is just intelligence held by a human.,"Bryson, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-239,HI definition,"Intelligence is the ability to reason about different unknown situations, plan possible solutions across a broad range of domains, with multiple complex dimensions, learning from success and failures of oneself or others, adapting new strategies and explaining and optimizing those strategies. Higher levels of intelligence are determined by a higher success rate to learn, reason or solve problems with less prior knowledge, less resources and time needed for the solution and a the ability to process more input and output dimensions (social, physical, ....). It is something along: sense -> reason -> plan -> act -> learn -> knowledge -> adapt -> teach with a high intelligence needed for an increasing number of dimensions, less prior knowledge and shortcuts along that process.","Burka, F.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-243,HI definition,"Human intelligence takes many forms. In its most abstract form it is recognising patterns across different domains and being able to reason about consequences. In its pathological forms it is seeing patterns which aren't there (as popularised in the film ""a beautiful mind""). From juggling to maths to acting, humans choose their actions in the context of previous experience and their imagination of possible consequences.","Thompson, K.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-244,HI definition,"[Human intelligence is] the ability to learn, predict, and control.","Jeanson, F.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-246,HI definition,[Human intelligence is the] capacity to adapt [to the] environment.,"Morita, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-256,HI definition,"[Human intelligence is] communication, coordination, and anticipation in concert with others.","Clark, D.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-259,HI definition,"The concept of intelligence is derived from the capabilities of animals, and humans in particular. Intelligence, then, would be the ability to carry out the evolutionary purpose of the brain, which is to maintain the ongoing well being of an organism, through reproduction and rearing, by changing the configuration of its body and the environment, given little or no a priori information and only limited sensory information about itself and the environment. The wider the range of circumstances under which the organism can maintain ongoing well being and reproductive success, the more intelligent it is. This broad definition requires decomposition to provide guidance on how to develop or measure intelligent systems.","Peck, C.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-266,HI definition,Intelligence [is the] capability of a system to generate recollections and predictions of relationships and behaviors to best self-adapt to and maintain balance with its inner and outer environments.,"García, G.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-279,HI definition,[Human intelligence is] creativity through social interaction.,"Morales Luna, G.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-283,HI definition,"Human intelligence is the capacity of a human being to reach desired configurations of the organization of its parts, while responding to the inputs of different environments with consistent goal oriented behaviors.","Calvi, G.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-284,HI definition,Intelligence is a result of cognitive processes which run on a higher levels of abstraction of human computational architecture which is both sub-symbolic (signal processing) and symbolic (symbol processing).,"Dodig-Crnkovic, G.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-312,HI definition,"Add to [the definition of machine intelligence] the specific evolutionary history (and current niche) of human beings: [Human intelligence is] the ability to generate de novo, plausible (differential) causal hypotheses (why this rather than that), and the ability to make useful judgments about the relative virtues of any two states of the world.","Hunter, L.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-316,HI definition,[Human intelligence is] learning to live.,"Talia, D.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-335,HI definition,Intelligence is the capacity to achieve effective outcomes in a given context.,"Swarup, S.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-339,HI definition,"Human intelligence is just the limited case of intelligence embodied in a human being, so it is constrained and enabled by the body, mind, and spirit of the host. This means it will be specialized for human tasks, such as sensing a predator before it's too late.","Roth, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-342,HI definition,[Human intelligence is] the ability to develop internal algorithms for solving a wide array of problems.,"King, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-347,HI definition,"Human intelligence is not one thing. It is a complex set of embodied intelligences which include at least the ability to act and react (sometimes instinctively) in the physical world; (crucially) social intelligence - the ability to form beliefs about others intentions (theory of mind) as well as learn socially from others, by imitation for instance to to experience empathy; individual intelligence - the ability to learn by trial and error (i.e. developmental learning) - and to generalise learned behaviour from one context to another, to synthesise new ideas from previously disconnected ones (to innovate and be creative); the ability to construct scaffolds of metaphors or abstractions - grounded in embodiment, which are crucial to language and mathematics etc - we could call this storytelling intelligence (storytelling is a profoundly important property of humans - arguably the root of culture); and the ability to think reflexively - i.e. to think about thinking (self-consciousness); and probably other forms of intelligence. Overall human intelligence is then an emergent property of the interaction of all of these.","Winfield, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-353,HI definition,"Intelligence is the ability of an agent of developing models of reality that are used to predict behaviour of the changing environment. The quality of these models, and thus of intelligence, are based on memorization, learning, and elaboration abilities.","Clemente, F.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-362,HI definition,"In humans, broad goals are dictated by evolution (survival, reproduction and all the things that directly or indirectly aid in these meta-goals). Human beings appear to possess the highest level of intelligence currently known, as measured by the complexity of environments and goals that they can operate in.","Menezes, T.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-373,HI definition,"[Human intelligence is] the ability to see and at least in part act on patterns in your environment, towards the minimization of some error function towards some goal. This goal may be evolutionary and survival-related, or opposed to these. Intelligence is therefore not strictly just the ability to perceive and understand, but also act upon this understanding and affect the environment, as this increases the space of possible goals that can be pursued. So general intelligence is the ability to perceive and model relevant patterns and then act upon these, within a broad range of environments. Human intelligence is 'general' in this sense, compared to many other species, though we may or may not be able to perceive and act on all goals that other (otherwise less 'generally intelligent) creatures are able to act on.","Dinov, M.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-380,HI definition,"Human-level intelligence [is the] ability to exhibit behavior in such a way that other humans are willing to consider you a peer and grant you rights and privileges, such as equal protection under the law.","Pratt, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-382,HI definition,"[Human intelligence is] a broad and deep capability for comprehending our surroundings — “catching on,” “making sense” of things, or “figuring out” what to do.” Including the ability to retain and repeat things that have been figured out in the past. It needs not refer to an individual first and foremost.","Monnin, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-383,HI definition,"The only significant factor distinguishing general intelligence from human intelligence […] is the specific set of goals, capabilities and limitations our particular evolution has resulted in.","Burnett, Z.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-385,HI definition,"[Human intelligence is] a multi-dimensional set of cognitive, affective and mental abilities that support successful social interaction and long-term symbiosis with the environment.","Aylett, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-391,HI definition,"[Human intelligence is] the field of study concerned with investigating computer systems that exhibit rational behavior while perceiving, reasoning, and taking action.","Weber, R. O.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-399,HI definition,A system is intelligent with respect to the standards of a given human society with limited physical resources if it can quickly solve or learn to solve a wide variety problems considered relevant and challenging by this society.,"Schmidhuber, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-415,HI definition,Human intelligence is the capacity to adapt the environment to human needs and to solve abstract problems.,"Santos, P. E.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-428,HI definition,"[Human intelligence is] possessing a working memory (aka attention) with a capacity of more than one idea, concept, feature, or ""chunk"", and an executive function capable of operating on and combining the items in that short-term memory. The greater the capacity of the working memory, and the greater the ability of the executive function to keep items in that limited capacity working memory while it is operating on them (avoiding intrusion of extraneous items), the greater the intelligence.","Johnson, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-433,HI definition,"Intelligence is our ability to coordinate and leverage our thoughts, resources and actions and reactions.","Gall, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-438,HI definition,"[Human intelligence is] the ability to use experience and reasoning in an interrelated way, to obtain and meet purposes, including through logic, reasoning, changing reasoning, and meaning acquisition and creation (grounding meanings in experiences).","King, T. C.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-443,HI definition,"[Human intelligence is] undistinguishable to a human being, and being able to interact with its environment and changing its existing set of algorithms and algorithm-processing capabilities, as a response to an identified contradiction, or unknown quantity or quality, compared to the relationships and communication skills already incorporated.","Laudal, T.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-447,HI definition,"Intelligence is the function or ability that provide living beings with ""means"" to manage the whole set of ""available knowledge,"" allowing the creature for the strength of individual self-autonomy. I am referring ""available knowledge"" as the entire set of information within the system that the system can manage, whatever the type (rules, inferences, learned knowledge, etc.). I am referring ""means"" as the entire set of tools and capabilities within the system that allows for managing knowledge. I am referring self-autonomy as the ability to manage the own goals.","Sánchez Escribano, M. G.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-449,HI definition,Humans of high intelligence are characterised by their knowledge and their ability to integrate this knowledge with information about a specific problem to arrive at a solution unobtainable from simple analysis.,"Martin, W. E.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-453,HI definition,[Human intelligence is] successful (intentional) goal achievement.,"Allwood, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-466,HI definition,"[Human intelligence is] multiple platforms of being, some we know, some we do not know.","Musikanski, L.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-471,HI definition,"Ants and humans all have their own intelligence required for competition. [Human intelligence is] mental skills needed for competition in the environment of each individual of a machine species (e.g., type or model), across each time of the machine life.","Wenig, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-476,HI definition,"[Human intelligence is] distinguishing potential for intelligent behavior from intelligent actions and processes in which people are engaged. Strictly speaking we should talk about potential for intelligent behavior, people with such high potential sometimes do stupid things, so not all actions of people with high potential are intelligent.","Duch, W.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-479,HI definition,Intelligence [is] producing utility for information. Human intelligence [is] when humans do this.,"Sanz, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-483,HI definition,"An animal is intelligent if it can solve a task with a procedure / behavior that is adaptive to small changes of the task (not only hardwired like an ant running around an obstacle). The more tasks that can be solved, the more varied and flexible the solving procedures are, the more intelligent is the animal. It shows general intelligence if it can basically solve all tasks for which its physiology allows a solution.","Zweig, K. A.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-488,HI definition,"Intelligence is an emergent property of brains that allows consciously making sense of our perceptions, learning in a diversity of ways, reasoning and planning under uncertainty, acting and adapting to dynamic situations, and communicating through different modalities. It also allows us inventing useful tools and being imaginative. I would add that it does not make much sense to talk of intelligence without taking into account its social dimension. What makes society to progress is the social intelligence that is the result of the collection of each one of our individual intelligences.","López de Mántaras, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-489,HI definition,"[Human intelligence] is the capacity to deal with an infinite number of situations, not necessarily perfectly but good enough for being adapted to the environment.","Rybarczyk, Y.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-490,HI definition,Human intelligence is the effective and economic allocation of means to set goals.,"Jorion, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-494,HI definition,[Human intelligence is] the ability to revisit recurrent situations through heuristic approaches of understanding.,"Stinson, S.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-497,HI definition,"[Human intelligence is] perception, emotional, reasoning and acting capabilities of individuals so that cognitive properties like selfhood and ego can emerge and be identified.","González, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-503,HI definition,"A [human] is intelligent when he is self aware and can find his place in a world. A world may contain space, time, objects and other intelligences (be they machine, organic, physical, software, etc). To find his place means to have a meaningful existence. To have a meaningful existence means that he can select and work towards achieving short or long term goals that create value to the machine and / or the community.","Spanoudakis, N.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-507,HI definition,[Human intelligence is the] ability to understand.,"S., Y.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-533,HI definition,"Human intelligence refers - rather imprecisely - to a broad set of practical, intellectual, social and emotional capabilities that we need for a good life and appreciate to find in our interactions with others.","Ghallab, M.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-538,HI definition,"Human intelligence is simply intelligence as typically manifested by the human organism. It is simply intelligence hard-wired to care about social / emotional interactions (due to our mammilian heritage), driven by goal-seeking behavior that reinforces self-preservation, pleasurable activities, reproduction, and societal dominance and membership. One could also define octopus intelligence, dolphin intelligence, elephant intelligence, etc. These would all simply be instantiations of intelligence with external, hard-wired goals and drives that vary from organism to organism, all sharing the base, common life-preservation drives.","Mandrake, L.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-543,HI definition,Intelligence is any process that actively manipulate the degrees of freedom of a system in such a way that it tends to maximize the diversity and reward of the futures the system can reach in a time horizon.,"Hernández Cerezo, S.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-547,HI definition,Human intelligence extends the problem solving capacity of natural intelligence to the larger dimension of imagined possible scenarios composed of abstract knowledge representations.,"Torres, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-548,HI definition,Human intelligence corresponds to the depth of recursive reflection we employ when acting as limited creatures in an open-ended environment.,"van Bergen, E.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-549,HI definition,"Intelligence is an abstract word used to define a broad range of capabilities including reasoning, abstraction, problem solving, decision making, knowledge representation and consolidation. It is a crucial part of the underlining fabric of behavior.","Ugot, O.-A.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-553,HI definition,[Human intelligence is] to rationalise your environmental circumstances and adapt where necessary to sustain yourself in those and future circumstances.,"Donaldson, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-556,HI definition,[Human intelligence is] getting from situation a to situation b without aggravating (set of) actor(s) c.,"van Oers, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2018
AGISI-HI-034,HI definition,"Human intelligence includes a capacity for logic, understanding, self-awareness, learning, emotional knowledge, planning, creativity, and problem solving. It can be more generally described as the ability to perceive information, and to retain it as knowledge to be applied towards adaptive behaviors within an environment or context. It is the intellectual power of humans, which is marked by high level cognition, motivation, and self-awareness. Intelligence supports humans to remember descriptions of things and use those descriptions in future behaviors. It is a cognitive process. It gives humans the cognitive abilities to learn, form concepts, understand, and reason, including the capacities to recognize patterns, comprehend ideas, plan, problem solve, and use language to communicate. Intelligence enables humans to experience and think. A proper definition will include intelligence in animals, plants and machines.","Woolf, B.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-097,HI definition,"[Human intelligence is] the collection of capacities that enable effective problem-solving, understanding, communication, interaction with the world, and learning from experience.","Burke, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-201,HI definition,[Human intelligence is the] forms of interaction with the world that are unique to humans and rely on the structures of the nervous system beyond just the brain stem.,"McNeill, W. P.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-371,HI definition,"Human intelligence is an expected capability that is not always active, that varies a lot even for a single individual, etc. So doing, one could see a difference with a machine intelligence that is always active, never tired, never distracted, never hungry, never angry, etc.","Ridoux, O.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-172,HI definition,"With human beings we can talk about consciousness as a property, and experience, memory, empathy, rationality. But intelligence in humans either needs to be about the sum total of all these things, in which case it is merely a meta-definition. Or else, it is a judgement about how ""smart"" you are, or how you can be ranked in terms of something like IQ.","Crowley, M.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-401,HI definition,"Human intelligence applies (sometimes quite incomplete) knowledge, information and data in order to successfully adapt to a mix of external contextual environments.","Lloyd, K. A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-445,HI definition,[Human intelligence is] an evolved cognitive resource which depends on the uniquely reflexive character of human consciousness.,"Pickering, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-005,HI definition,"Intelligence (whether we're speaking of a human or a machine) is the ability to put one's finger on the essence of situations that one faces, and to do so reasonably rapidly. Intelligence is the art of rapid and reliable gist-finding, crux-spotting, bull's-eye hitting, nub-striking, essence-pinpointing. It is the art of, when one is facing a new situation, swiftly and surely homing in on an insightful precedent (or family of precedents) stored in the recesses of one's memory. That, no more and no less, is what it means to isolate the crux of a new situation. And this is nothing but the ability to find close analogues, which is to say, the ability to come up with strong and useful analogies.","Hofstadter, D.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-226,HI definition,"Intelligence is the repertoire of skills, knowledge, learning sets, and generalization tendencies of an individual which allow them to see relationships and use this to solve problems.","Azencott, C.-A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-276,HI definition,"We should take into account an evolutionary dimension. The brain evolved to extend the lifespan and the probability of reproduction. Intelligence is a consequence of evolution and human intelligence must be considered a sub-category. If we want to define ""human"" intelligence we should better understand its evolutionary path.","Patacchiola, M.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-310,HI definition,"[Human intelligence is] the combination of one's ontology, and perception toward embodied cognitive coupling to the environment and behaviors in the cognitive niche","Uzzo, S.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-421,HI definition,[Human intelligence is] the ability to adapt to the challenges faced in our environment.,"Eachus, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-026,HI definition,"Human intelligence is simply an evolved capability for the species to survive in its environment. However, as a result of this the capacity for a multitude of various cognitive processing types has emerged - for example - language.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-082,HI definition,"[Human intelligence is] a system that can explain its actions, to humans and with human-level ontological terminology",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-100,HI definition,"The creation of a machine intelligence is the creation of a machine able to find its own goals, learn independently, and achieve its goals based on the data available.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-116,HI definition,"[Human] intelligence relates to the capability of [human] systems to perform tasks, in an efficient manner related to their available resources, to learn from experience, and to generalize over such learning.",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-130,HI definition,"Intelligence is about understanding the context within which one finds oneself, retaining some conception of it, and behaving appropriately within that context. By 'context' I mean: Senses: What are the objects around me, and what is their function? What are the sounds I am hearing, and what do they mean? Likewise for other senses... Location: Where am I immediately, and regionally? Events: What is happening right now, within the last hour, the last month? What am I doing? What are other entities doing?",Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-194,HI definition,[Human intelligence is the] ability to understand and solve problems.,Anonymous,"AGISI Research Survey ""Defining (machine) Intelligence""",2017
