Id.,Category,Definition,Author(s),Source,Year
AGISI0020,HI definition,"“Intelligence is the aggregate or global capacity of the individual to act purposefully, to think rationally and to deal effectively with his environment. It is global because it characterizes the individual's behavior as a whole; it is an aggregate because it is composed of elements or abilities which, though not entirely independent, are qualitatively differentiable.”","Wechsler, D.","The measurement of adult intelligence. Baltimore: Williams & Wilkins, 1939.",1939
AGISI0021,HI definition,“Intelligence is an individual's ability to respond to a given situation by anticipating the possible consequences of his actions.”,"Bigge, M. L.","Learning Theories for Teachers. Third Edition, London: Harper & Row Publishing, 1976.",1976
AGISI0022,HI definition,"Intelligence is an individual's “entire repertoire of acquired skills, knowledge, learning sets, and generalization tendencies considered intellectual in nature (problem solving skills) that [is] available at any one period of time.”","Humphreys, L. G.","General Intelligence. In C. R. Reynolds and R. T. Brown (eds.), Perspectives on bias in mental testing, Springer, 1984.",1984
AGISI0023,HI definition,"“Intelligence is […] a quality of behavior. Intelligent behavior is essentially adaptive, insofar as it represents effective ways of meeting the demands of a changing environment.”","Anastasi, A.","Intelligence as a quality of behavior. In R. J. Sternberg and D. K. Detterman (eds.), What is intelligence?: Contemporary viewpoints on its nature and definition (pp. 19-21). Norwood, NJ: Ablex, 1986.",1986
AGISI0024,HI definition,"“Intelligence, as the sum total of all cognitive processes, entails planning, coding of information and attention arousal. Of these, the cognitive processes required for planning have a relatively higher status in intelligence. Planning is a broad term which includes among other things, the generation of plans and strategies, selection from among available plans, and the execution of those plans. […] Coding refers to two modes of processing information, simultaneous and successive. […] The remaining process (attention arousal) is a function basic to all other higher cognitive activities.”","Das, J. P.","On definition of intelligence. In R. J. Sternberg and D. K. Detterman (eds.), What is intelligence?: Contemporary viewpoints on its nature and definition (pp. 55–56). Norwood, NJ: Ablex, 1986.",1986
AGISI0025,HI definition,"“Intelligence is mental self-government. […] The essence of intelligence is that it provides a means to govern ourselves so that our thoughts and actions are organized, coherent, and responsive to both our internally driven needs and to the needs of the environment.”","Sternberg, R. J.","Intelligence is mental self-government. In R. J. Sternberg and D. K. Detterman (eds.), What is intelligence? Contemporary viewpoints on its nature and definition (pp. 141-148). Norwood, N.J: Ablex, 1986.",1986
AGISI0026,HI definition,“[Intelligence is] the ability to see relationships and to use this ability to solve problems.”,"Fontana, D.","Psychology for Teachers. Second Edition, London: Macmillan, 1988.",1988
AGISI0027,HI definition,"“Intelligence is a very general mental capability that, among other things, involves the ability to reason, plan, solve problems, think abstractly, comprehend complex ideas, learn quickly and learn from experience. It is not merely book learning, a narrow academic skill, or test-taking smarts. Rather it reflects a broader and deeper capability for comprehending our surroundings — 'catching on,' 'making sense' of things, or 'figuring out' what to do.”","Gottfredson, L. S.","Mainstream science on intelligence: An editorial with 52 signatories, history, and bibliography. Intelligence, 24:13-23, 1997.",1997
AGISI0028,HI definition,“[Intelligence is] an ability or set of abilities that permit an individual to solve problems or fashion products that are of consequence in a particular cultural setting.”,"Ramos-Ford, V. and Gardner, H.","Giftedness from a multiple intelligences perspective. In N. Colangelo and G. A. Davis (eds.), Handbook of gifted education. Second edition (pp. 439-459). Boston: Allyn & Bacon, 1997.",1997
AGISI0029,HI definition,"“My view of intelligence is basically a Darwinian one. It's based on sort of the old Functionalist notion that goes way back to Francis Galton, that says that there are a certain set of cognitive capacities that enable an individual to adapt and thrive in any given environment they find themselves in, and those cognitive capacities include things like memory and retrieval, and problem solving and so forth. There's a cluster of cognitive abilities that lead to successful adaptation to a wide range of environments.”","Simonton, D. K.","Definition of Intelligence. Human Intelligence. Streaming Video, 2003. Available at https://www.intelltheory.com/simonton_interview.shtml (Last accessed: October 8, 2018).",2003
AGISI0030,HI definition,"“Intelligence is: 1) the ability to achieve one’s goals in life, given one’s sociocultural context; 2) by capitalizing on strengths and correcting or compensating for weaknesses; 3) in order to adapt to, shape, and select environments; and, 4) through a combination of analytical, creative, and practical abilities.”","Sternberg, R. J.","The Theory of Successful Intelligence. Journal of Psychology, 39(2):189–202, 2005.",2005
AGISI0031,HI definition,“Intelligence is clearly a combination of the ability to 'figure things out on the spot' and the ability to retain and repeat things that have been figured out in the past.”,"Deary, I. J., Penke, L., and Johnson, W.","The neuroscience of human intelligence differences. Nature Reviews, Neuroscience, 11:201–211, March 2010.",2010
AGISI0032,HI definition,"“Human intelligence is most parsimoniously conceived of as an emergent property of multiple specialized brain systems, each of which has its own capacity […] that contribute to an individual's ability to perform across a broad range of cognitive tasks.”","Hampshire, A., Highfield, R. R. , Parkin, B. L. , Owen, A. M.","Fractionating Human Intelligence. Neuron 76:1225–1237. Cell Press, Elsevier Inc., December 2012.",2012
AGISI0033,HI definition,To think and behave “rationally means taking the appropriate action given one's goals and beliefs and holding beliefs that are commensurate with available evidence.” Intelligence is thus: “optimal behavior in the domain of practical affairs. The optimization of the individual's goal fulfillment.”,"Stanovich, K. E.","Assessing Cognitive Abilities: Intelligence and More. Journal of Intelligence. 2(1):8–11, February 2014.",2014
AGISI0034,HI definition,“Intelligence is associated with important economic and health-related life outcomes.”,"Sniekers, S. and other 29 authors","Genome-wide association meta-analysis of 78,308 individuals identifies new loci and genes influencing human intelligence. Nature Genetics (pp. 1–8), 2017.",2017
AGISI-HI-002,HI definition,"Human intelligence is the ability to define goals, process and analyze sensory information, and make decisions to achieve these goals. And do this while the process for defining goals, the goals themselves, the sensory information and the analytical process is constantly changing.","Abbas, M.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-004,HI definition,"[Human intelligence is the] same as machine intelligence, but innate rather than synthetic.","Marlow, S.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-027,HI definition,[Human intelligence is] machine Intelligence as (imperfectly) implemented by human computational facilities.,"Ray, S.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-028,HI definition,[Human intelligence is the] ability to achieve objectives in a variety of environments.,"Gmytrasiewicz, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-029,HI definition,"[Human intelligence is] grounded understanding of the environment and self, and the ability to both pose and solve problems. The ability to predict the future at multiple time scales, and use that to inform its behavior.","Choe, Y.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-033,HI definition,"[Human intelligence is] a composite of the a dimension of the quality of representations (for items in the world or the imagination), and a dimension of manipulating those representations purposefully.","Bates, T.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-049,HI definition,[Human intelligence is] the ability to recognize patterns.,"Kazachenko, B.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-052,HI definition,"Human intelligence is part of a continuum, and no different than the intelligence of other organisms, though clearly its most complex instance by far.","Minai, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-053,HI definition,"[Human intelligence is] the inherent capability to learn, think, and reason abstractly.","Voss, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-056,HI definition,"Human Intelligence is the synthesis of knowledge and experience over time to inform a real time decision engine (e.g., reason). Knowledge is stored information. Experience is the gathering of information by perception over time.","Weintraub, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-064,HI definition,Human intelligence is bio-information in action.,"Benjamin, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-065,HI definition,"Human intelligence is a term used generally as a description of a positive attribute that a human shows. It is the result of many components that work together in doing the essential processes of acquiring opportunity and using that opportunity to better the outcomes that may result from the human activity. There is a slight hedge here on the issue of ""better."" One who is intelligent should also have a component that identifies ""better"" and can judge best.","Nilsen, S.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-069,HI definition,"[Human intelligence is] a coevolutionary, dynamic characteristic that defines an individual as both fit (efficient) which means the individual achieves her goals (quantifiable) and purposes (qualitative) below thresholds of failure; and flexible, which means the individual is able to generate, at any given time, sets of optimal solutions to coevolve with her environment. The definition is also applied to groups of individuals at different hierarchies, and implies the preservation of the environment's (e.g. ecosystems) fitness and flexibility.","Martínez García, A. N.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-071,HI definition,Human intelligence differs from [Artificial Intelligence] in the sense that there is an affective dimension that guides decision making.,"Wong, O. H. Y.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-081,HI definition,[Human intelligence is] the ability to create models for action.,"Santini, G.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-106,HI definition,"Intelligence is the ability to devise and carry out efficient plans to achieve some objectively-defined goal (fitness, locomotion, etc.). This often includes developing effective subgoals (e.g., exercising daily in order to be in shape in order to improve reproductive fitness). These plans and goals will be constrained by the physical and mental endowments of the entity (e.g., existence of opposable thumbs, magnetic field sensors, etc.). Information processing and decision-making need not be real-time to count as intelligent: it involves (or requires) amortization over the lifetime (""learning"") or over evolution. General intelligence is the ability to device and carry out a plan to efficiently achieve a wide range of (sub)goals, as described above.","Hartshorne, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-109,HI definition,"[Human intelligence is] the ability to sustain and resolve inner narratives, forming tentative situated impressions and acting on them.","Goranson, T.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-111,HI definition,"Human intelligence is the ability to act as an autonomous system in a changing physical and social environment, preserving themselves by any means necessary.","Bianchini, F.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-113,HI definition,"Higher-level learning refers collectively to forms of learning required for human-level intelligence such as learning by creating explanations and testing predictions about new domains based on analogies and metaphors with previously known domains, reasoning about ways to debug and improve behaviors and methods, learning and invention of natural languages and language games, learning or inventing new representations, and in general, self-development of new ways of thinking. [...] Multi-level reasoning refers collectively to the reasoning capabilities of human-level intelligence, including meta-reasoning, analogical reasoning, causal and purposive reasoning, abduction, induction, and deduction.","Jackson, P. C.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-117,HI definition,"[Human intelligence is] the self-driven formation and use of integrated concrete and abstracted knowledge that is implemented in perception, reasoning, and action planning and selection.","Shafei, M.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-142,HI definition,"Human intelligence addresses a wide range of goals including not only survival but also social goals such as the ability to persuade others, the ability to work well in teams, and so on. To succeed in the rapidly-evolving environment of human culture and knowledge, it requires the ability to learn knowledge and skills throughout a lifetime (from human teachers, but also from written materials, and from experimental trial and error).","Dietterich, T.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-155,HI definition,"Intelligence is the set of Object’s abilities such as: Revealing laws of Environment, modeling and memorizing these laws in form of Universal scheme of evolution (USE); Object’s future behavior (anticipatory reflection) modeling by means model of laws of Environment; and Adaptation of Object’s behavior (actions) to the real conditions of the Surrounding - upon condition of maximizing the ratio ""Object’s Actions / Costs for Object’s Actions"" - for the purpose of Object’s preservation (being, existence, survival) in the Surrounding.","Zakharov, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-165,HI definition,"Human intelligence is the capability of decision making based on perception, reasoning or etc. , which may or may not always rational and achieve the optimal goal.","Wang, Y.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-166,HI definition,"[Human intelligence] is the ability to solve previously unseen situations in an optimum way, using available resources, may be deducting based upon previous experience or figuring out a new solution.","Hohendahl, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-170,HI definition,"Human intelligence is a suitcase phrase for those mental qualities which help individuals think, act and perceive in ways that we intellectually admire and perceive to be effective due to their intentional rather than accidental qualities. Intelligence might be a unitary phenomenon like mass, charge or information processing, or it might be an epiphenomenon like the degree of optimization of a system with respect to some criteria, and it is the job of cognitive science to understand the various aspects of intelligence, and the job of artificial intelligence to attempt to implement those in machines.","Francis, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-175,HI definition,The essence of adequate behavior in open-ended domains is common to [machine and human intelligence].,"Piater, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-180,HI definition,"Human intelligence is instance, quality, action, or result of information with homo sapiens sapiens.","Zamuda, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-187,HI definition,"Intelligence is a very general mental capability that includes the ability to detect and abstract from patterns of relationships and events in the world (including one's own physical and social / linguistic interactions with the world), and to use the acquired concepts and knowledge to reason about the world, and to plan and carry out effective, rewarding physical and social / linguistic interactions with the world.","Schubert, L. K.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-205,HI definition,"Intelligence [is] the capability to learn. In quantitative terms, intelligence is the derivative of expertise with respect to experience. Expetise has the units of a cognitive speed, and when experience is measured by time, intelligence has the units of a cognitive acceleration.","Dessimoz, J.-D.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-206,HI definition,[Human intelligence is] the ability to use information to accomplish goals.,"Burson, S. L.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-211,HI definition,"Human intelligence measures the extent to which a human (or humans in general) can perceive, interpret, reason, plan, communicate, and act, in order to carry out its (their) goals within its (their) environment.","Allen, C.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-217,HI definition,Human intelligence is intelligence manifesting on a human. […] Intelligence is the ability to set your own goals and then finding ways to achieve them.,"Kandylas, V.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-220,HI definition,"Human intelligence is perhaps broader than, but not different from, machine intelligence.","Murray, A. T.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-221,HI definition,[Human intelligence is] the ability to act according to a desicion taken from a wide range of data.,"Canet Trius, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-230,HI definition,"Human intelligence is the ability to maximise the meanings of outcomes in multiple different situations and contexts, including abstract, symbolic and informational contexts.","Lindley, C.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-232,HI definition,Human intelligence is just intelligence held by a human.,"Bryson, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-239,HI definition,"Intelligence is the ability to reason about different unknown situations, plan possible solutions across a broad range of domains, with multiple complex dimensions, learning from success and failures of oneself or others, adapting new strategies and explaining and optimizing those strategies. Higher levels of intelligence are determined by a higher success rate to learn, reason or solve problems with less prior knowledge, less resources and time needed for the solution and a the ability to process more input and output dimensions (social, physical, ....). It is something along: sense -> reason -> plan -> act -> learn -> knowledge -> adapt -> teach with a high intelligence needed for an increasing number of dimensions, less prior knowledge and shortcuts along that process.","Burka, F.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-243,HI definition,"Human intelligence takes many forms. In its most abstract form it is recognising patterns across different domains and being able to reason about consequences. In its pathological forms it is seeing patterns which aren't there (as popularised in the film ""a beautiful mind""). From juggling to maths to acting, humans choose their actions in the context of previous experience and their imagination of possible consequences.","Thompson, K.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-244,HI definition,"[Human intelligence is] the ability to learn, predict, and control.","Jeanson, F.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-246,HI definition,[Human intelligence is the] capacity to adapt [to the] environment.,"Morita, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-256,HI definition,"[Human intelligence is] communication, coordination, and anticipation in concert with others.","Clark, D.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-259,HI definition,"The concept of intelligence is derived from the capabilities of animals, and humans in particular. Intelligence, then, would be the ability to carry out the evolutionary purpose of the brain, which is to maintain the ongoing well being of an organism, through reproduction and rearing, by changing the configuration of its body and the environment, given little or no a priori information and only limited sensory information about itself and the environment. The wider the range of circumstances under which the organism can maintain ongoing well being and reproductive success, the more intelligent it is. This broad definition requires decomposition to provide guidance on how to develop or measure intelligent systems.","Peck, C.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-266,HI definition,Intelligence [is the] capability of a system to generate recollections and predictions of relationships and behaviors to best self-adapt to and maintain balance with its inner and outer environments.,"García, G.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-279,HI definition,[Human intelligence is] creativity through social interaction.,"Morales Luna, G.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-283,HI definition,"Human intelligence is the capacity of a human being to reach desired configurations of the organization of its parts, while responding to the inputs of different environments with consistent goal oriented behaviors.","Calvi, G.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-284,HI definition,Intelligence is a result of cognitive processes which run on a higher levels of abstraction of human computational architecture which is both sub-symbolic (signal processing) and symbolic (symbol processing).,"Dodig-Crnkovic, G.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-312,HI definition,"Add to [the definition of machine intelligence] the specific evolutionary history (and current niche) of human beings: [Human intelligence is] the ability to generate de novo, plausible (differential) causal hypotheses (why this rather than that), and the ability to make useful judgments about the relative virtues of any two states of the world.","Hunter, L.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-316,HI definition,[Human intelligence is] learning to live.,"Talia, D.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-335,HI definition,Intelligence is the capacity to achieve effective outcomes in a given context.,"Swarup, S.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-339,HI definition,"Human intelligence is just the limited case of intelligence embodied in a human being, so it is constrained and enabled by the body, mind, and spirit of the host. This means it will be specialized for human tasks, such as sensing a predator before it's too late.","Roth, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-342,HI definition,[Human intelligence is] the ability to develop internal algorithms for solving a wide array of problems.,"King, P.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-347,HI definition,"Human intelligence is not one thing. It is a complex set of embodied intelligences which include at least the ability to act and react (sometimes instinctively) in the physical world; (crucially) social intelligence - the ability to form beliefs about others intentions (theory of mind) as well as learn socially from others, by imitation for instance to to experience empathy; individual intelligence - the ability to learn by trial and error (i.e. developmental learning) - and to generalise learned behaviour from one context to another, to synthesise new ideas from previously disconnected ones (to innovate and be creative); the ability to construct scaffolds of metaphors or abstractions - grounded in embodiment, which are crucial to language and mathematics etc - we could call this storytelling intelligence (storytelling is a profoundly important property of humans - arguably the root of culture); and the ability to think reflexively - i.e. to think about thinking (self-consciousness); and probably other forms of intelligence. Overall human intelligence is then an emergent property of the interaction of all of these.","Winfield, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-353,HI definition,"Intelligence is the ability of an agent of developing models of reality that are used to predict behaviour of the changing environment. The quality of these models, and thus of intelligence, are based on memorization, learning, and elaboration abilities.","Clemente, F.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-362,HI definition,"In humans, broad goals are dictated by evolution (survival, reproduction and all the things that directly or indirectly aid in these meta-goals). Human beings appear to possess the highest level of intelligence currently known, as measured by the complexity of environments and goals that they can operate in.","Menezes, T.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-373,HI definition,"[Human intelligence is] the ability to see and at least in part act on patterns in your environment, towards the minimization of some error function towards some goal. This goal may be evolutionary and survival-related, or opposed to these. Intelligence is therefore not strictly just the ability to perceive and understand, but also act upon this understanding and affect the environment, as this increases the space of possible goals that can be pursued. So general intelligence is the ability to perceive and model relevant patterns and then act upon these, within a broad range of environments. Human intelligence is 'general' in this sense, compared to many other species, though we may or may not be able to perceive and act on all goals that other (otherwise less 'generally intelligent) creatures are able to act on.","Dinov, M.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-380,HI definition,"Human-level intelligence [is the] ability to exhibit behavior in such a way that other humans are willing to consider you a peer and grant you rights and privileges, such as equal protection under the law.","Pratt, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-382,HI definition,"[Human intelligence is] a broad and deep capability for comprehending our surroundings — “catching on,” “making sense” of things, or “figuring out” what to do.” Including the ability to retain and repeat things that have been figured out in the past. It needs not refer to an individual first and foremost.","Monnin, A.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-383,HI definition,"The only significant factor distinguishing general intelligence from human intelligence […] is the specific set of goals, capabilities and limitations our particular evolution has resulted in.","Burnett, Z.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-385,HI definition,"[Human intelligence is] a multi-dimensional set of cognitive, affective and mental abilities that support successful social interaction and long-term symbiosis with the environment.","Aylett, R.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-391,HI definition,"[Human intelligence is] the field of study concerned with investigating computer systems that exhibit rational behavior while perceiving, reasoning, and taking action.","Weber, R. O.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-399,HI definition,A system is intelligent with respect to the standards of a given human society with limited physical resources if it can quickly solve or learn to solve a wide variety problems considered relevant and challenging by this society.,"Schmidhuber, J.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
AGISI-HI-415,HI definition,Human intelligence is the capacity to adapt the environment to human needs and to solve abstract problems.,"Santos, P. E.","AGISI Research Survey ""Defining (machine) Intelligence""",2017
