Id.,Category,Definition,Author(s),Source,Year
AGISI0020,HI definition,"“Intelligence is the aggregate or global capacity of the individual to act purposefully, to think rationally and to deal effectively with his environment. It is global because it characterizes the individual's behavior as a whole; it is an aggregate because it is composed of elements or abilities which, though not entirely independent, are qualitatively differentiable.”","Wechsler, D.","The measurement of adult intelligence. Baltimore: Williams & Wilkins, 1939.",1939
AGISI0021,HI definition,“Intelligence is an individual's ability to respond to a given situation by anticipating the possible consequences of his actions.”,"Bigge, M. L.","Learning Theories for Teachers. Third Edition, London: Harper & Row Publishing, 1976.",1976
AGISI0022,HI definition,"Intelligence is an individual's “entire repertoire of acquired skills, knowledge, learning sets, and generalization tendencies considered intellectual in nature (problem solving skills) that [is] available at any one period of time.”","Humphreys, L. G.","General Intelligence. In C. R. Reynolds and R. T. Brown (eds.), Perspectives on bias in mental testing, Springer, 1984.",1984
AGISI0023,HI definition,"“Intelligence is […] a quality of behavior. Intelligent behavior is essentially adaptive, insofar as it represents effective ways of meeting the demands of a changing environment.”","Anastasi, A.","Intelligence as a quality of behavior. In R. J. Sternberg and D. K. Detterman (eds.), What is intelligence?: Contemporary viewpoints on its nature and definition (pp. 19-21). Norwood, NJ: Ablex, 1986.",1986
AGISI0024,HI definition,"“Intelligence, as the sum total of all cognitive processes, entails planning, coding of information and attention arousal. Of these, the cognitive processes required for planning have a relatively higher status in intelligence. Planning is a broad term which includes among other things, the generation of plans and strategies, selection from among available plans, and the execution of those plans. […] Coding refers to two modes of processing information, simultaneous and successive. […] The remaining process (attention arousal) is a function basic to all other higher cognitive activities.”","Das, J. P.","On definition of intelligence. In R. J. Sternberg and D. K. Detterman (eds.), What is intelligence?: Contemporary viewpoints on its nature and definition (pp. 55–56). Norwood, NJ: Ablex, 1986.",1986
AGISI0025,HI definition,"“Intelligence is mental self-government. […] The essence of intelligence is that it provides a means to govern ourselves so that our thoughts and actions are organized, coherent, and responsive to both our internally driven needs and to the needs of the environment.”","Sternberg, R. J.","Intelligence is mental self-government. In R. J. Sternberg and D. K. Detterman (eds.), What is intelligence? Contemporary viewpoints on its nature and definition (pp. 141-148). Norwood, N.J: Ablex, 1986.",1986
AGISI0026,HI definition,“[Intelligence is] the ability to see relationships and to use this ability to solve problems.”,"Fontana, D.","Psychology for Teachers. Second Edition, London: Macmillan, 1988.",1988
AGISI0027,HI definition,"“Intelligence is a very general mental capability that, among other things, involves the ability to reason, plan, solve problems, think abstractly, comprehend complex ideas, learn quickly and learn from experience. It is not merely book learning, a narrow academic skill, or test-taking smarts. Rather it reflects a broader and deeper capability for comprehending our surroundings — 'catching on,' 'making sense' of things, or 'figuring out' what to do.”","Gottfredson, L. S.","Mainstream science on intelligence: An editorial with 52 signatories, history, and bibliography. Intelligence, 24:13-23, 1997.",1997
AGISI0028,HI definition,“[Intelligence is] an ability or set of abilities that permit an individual to solve problems or fashion products that are of consequence in a particular cultural setting.”,"Ramos-Ford, V. and Gardner, H.","Giftedness from a multiple intelligences perspective. In N. Colangelo and G. A. Davis (eds.), Handbook of gifted education. Second edition (pp. 439-459). Boston: Allyn & Bacon, 1997.",1997
AGISI0029,HI definition,"“My view of intelligence is basically a Darwinian one. It's based on sort of the old Functionalist notion that goes way back to Francis Galton, that says that there are a certain set of cognitive capacities that enable an individual to adapt and thrive in any given environment they find themselves in, and those cognitive capacities include things like memory and retrieval, and problem solving and so forth. There's a cluster of cognitive abilities that lead to successful adaptation to a wide range of environments.”","Simonton, D. K.","Definition of Intelligence. Human Intelligence. Streaming Video, 2003. Available at https://www.intelltheory.com/simonton_interview.shtml (Last accessed: October 8, 2018).",2003
AGISI0030,HI definition,"“Intelligence is: 1) the ability to achieve one’s goals in life, given one’s sociocultural context; 2) by capitalizing on strengths and correcting or compensating for weaknesses; 3) in order to adapt to, shape, and select environments; and, 4) through a combination of analytical, creative, and practical abilities.”","Sternberg, R. J.","The Theory of Successful Intelligence. Journal of Psychology, 39(2):189–202, 2005.",2005
AGISI0031,HI definition,“Intelligence is clearly a combination of the ability to 'figure things out on the spot' and the ability to retain and repeat things that have been figured out in the past.”,"Deary, I. J., Penke, L., and Johnson, W.","The neuroscience of human intelligence differences. Nature Reviews, Neuroscience, 11:201–211, March 2010.",2010
AGISI0032,HI definition,"“Human intelligence is most parsimoniously conceived of as an emergent property of multiple specialized brain systems, each of which has its own capacity […] that contribute to an individual's ability to perform across a broad range of cognitive tasks.”","Hampshire, A., Highfield, R. R. , Parkin, B. L. , Owen, A. M.","Fractionating Human Intelligence. Neuron 76:1225–1237. Cell Press, Elsevier Inc., December 2012.",2012
AGISI0033,HI definition,To think and behave “rationally means taking the appropriate action given one's goals and beliefs and holding beliefs that are commensurate with available evidence.” Intelligence is thus: “optimal behavior in the domain of practical affairs. The optimization of the individual's goal fulfillment.”,"Stanovich, K. E.","Assessing Cognitive Abilities: Intelligence and More. Journal of Intelligence. 2(1):8–11, February 2014.",2014
AGISI0034,HI definition,“Intelligence is associated with important economic and health-related life outcomes.”,"Sniekers, S. and other 29 authors","Genome-wide association meta-analysis of 78,308 individuals identifies new loci and genes influencing human intelligence. Nature Genetics (pp. 1–8), 2017.",2017
